system:index,EVI_train,NBR_train,NDVI_change,NDVI_test,NDVI_train,NIR_train,RED_train,SWIR_test,SWIR_train,VH_VV_ratio,VH_test,VH_train,VV_test,VV_train,aspect,elevation,label,slope,.geo
1_4840_0,0.3450801,0.21240275,-0.036026698,0.5182386,0.5542653,0.261,0.07485,0.2417,0.26715,1.4253396,-17.969805,-18.889294,-11.985908,-13.252485,59.059708,2313.0,1,25.280098,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.397682083160785,-2.468705148053063]}"
1_4841_0,0.57091564,0.5915126,-0.016779423,0.7758892,0.79266864,0.30565,0.03535,0.16095,0.1674,1.630983,-14.18746,-16.434433,-8.769266,-10.076398,143.10419,2375.0,1,25.910387,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.214425765200403,-2.4867612852638654]}"
1_4842_0,0.42989987,0.48342213,-0.041367177,0.6821066,0.7234738,0.25055,0.0402,0.16515,0.1634,3.193318,-12.2244215,-11.0512085,-6.1914387,-3.4607291,187.43834,2242.0,1,20.580076,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.226822516121253,-2.4864917906786297]}"
1_4843_0,0.25327447,0.32128185,0.061158936,0.47003743,0.4088785,0.2412,0.1012,0.179,0.2054,1.9897251,-12.9629755,-13.278068,-6.552863,-6.673318,150.92249,2259.0,1,18.438421,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.22816998904743,-2.4859528015081582]}"
1_4844_0,0.68407273,0.57880235,-0.01054294,0.7598397,0.7703827,0.3724,0.0483,0.2036,0.2055,1.6936406,-14.215976,-14.776044,-8.199404,-8.724427,186.84915,2448.0,1,22.17596,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.215503743541348,-2.4846053285819787]}"
1_4845_0,0.49003342,0.49444583,-0.0160546,0.7065233,0.7225779,0.3027,0.04875,0.18115,0.1996,1.6994953,-14.410464,-14.7086935,-9.177767,-8.654742,329.72046,1646.0,1,12.677147,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.93280392362893,-2.4662796967859406]}"
1_4846_0,0.48183253,0.48870635,0.043146554,0.769337,0.72619045,0.29,0.046,0.17075,0.1866,1.9264257,-14.359462,-14.533005,-8.206638,-7.5440254,341.54916,1644.0,1,5.8461375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.933881901969876,-2.4633152563483462]}"
1_4847_0,0.41772175,0.41932014,0.047363017,0.70472103,0.657358,0.2641,0.0546,0.1912,0.1965,1.5437274,-14.867458,-15.766589,-9.838936,-10.213325,59.059555,1668.0,1,10.697587,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.931995439873226,-2.4606203104959876]}"
1_4848_0,0.5399061,0.47415933,-0.03876858,0.7035627,0.74233127,0.3266,0.0483,0.21045,0.2104,1.497523,-18.37145,-17.64693,-11.58336,-11.7840805,53.155437,1629.0,1,4.630086,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.93280392362893,-2.459272837569808]}"
1_4849_0,0.5525638,0.62166286,0.006441524,0.7947494,0.78830785,0.3189,0.03775,0.183,0.162,1.6428384,-14.142002,-14.217061,-7.9695473,-8.653962,225.0264,1663.0,1,11.647337,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.93442089114035,-2.459272837569808]}"
1_4850_0,0.51844996,0.534206,0.028196769,0.76387715,0.73568034,0.3106,0.0473,0.1424,0.1751,1.7900681,-13.7801,-14.166185,-8.687172,-7.9137683,201.81961,1645.0,1,4.982727,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.92714453733898,-2.4581948592288647]}"
1_4851_0,0.43609315,0.5,0.032535598,0.74032676,0.70779115,0.2592,0.04435,0.1784,0.1698,1.4911278,-13.28011,-15.320369,-7.765171,-10.27435,77.01694,1635.0,1,12.19743,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.932264934458463,-2.4581948592288647]}"
1_4852_0,0.5769846,0.6031396,0.014955486,0.8061311,0.79117566,0.3268,0.0381,0.13235,0.1645,1.6648828,-14.429202,-14.725666,-8.664523,-8.844866,262.88147,1651.0,1,7.4423113,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.927414031924215,-2.457925364643629]}"
1_4853_0,0.44981366,0.5623137,0.03988705,0.7755611,0.735674,0.262,0.0399,0.1486,0.1512,2.0915377,-13.624706,-12.459252,-10.145933,-5.956982,292.23056,1634.0,1,21.06082,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.933073418214168,-2.4576558700583933]}"
1_4854_0,0.43713126,0.47910643,-0.24386972,0.43813866,0.6820084,0.2814,0.0532,0.19865,0.1809,1.6269878,-14.646851,-14.407342,-6.952569,-8.855225,127.84949,1629.0,1,10.463194,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.924988580657093,-2.4552304187912704]}"
1_4855_0,0.4381131,0.44246185,0.049127236,0.7211896,0.67206234,0.2789,0.0547,0.17125,0.1879,1.7700089,-14.588684,-15.029558,-8.534874,-8.491233,153.4139,1668.0,1,4.141401,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.93091746153228,-2.4552304187912704]}"
1_4856_0,0.45206773,0.53324014,0.061127245,0.7345729,0.67344564,0.288,0.0562,0.188,0.1728,1.7723871,-13.602665,-14.231597,-7.911674,-8.029621,306.84467,1585.0,1,4.6300745,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.920407172708085,-2.4538829458650913]}"
1_4857_0,0.46177953,0.50020987,-0.0035578667,0.7384405,0.7419984,0.26805,0.0397,0.1908,0.1726,1.6012752,-14.582776,-15.043765,-8.528442,-9.394866,101.299835,1633.0,1,13.919904,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.93361240738464,-2.4530744621093836]}"
1_4858_0,0.31443995,0.2764317,0.045110963,0.58787304,0.54276204,0.2318,0.0687,0.21365,0.2183,1.459678,-15.587019,-15.911659,-9.977224,-10.900801,126.8447,1650.0,1,13.655931,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.933342912799404,-2.452265978353676]}"
1_4859_0,0.4178897,0.3683178,-0.12855083,0.50493866,0.6334895,0.279,0.0626,0.26615,0.2257,1.7521912,-16.657167,-14.525578,-10.018835,-8.28995,286.6848,1570.0,1,9.600549,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.91932919436714,-2.450379516257025]}"
1_4860_0,0.5679816,0.58421785,0.0049278303,0.76544064,0.7605128,0.3433,0.0467,0.1795,0.1704,1.9594815,-14.076156,-12.062464,-6.927976,-6.1559467,313.23798,1540.0,1,20.711195,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.905854465105346,-2.457386375473157]}"
1_4861_0,0.39140803,0.29496726,-0.114962965,0.46271095,0.5776739,0.2869,0.0768,0.3,0.2481,1.5509375,-17.524805,-16.354195,-11.39817,-10.544716,284.02393,1549.0,1,7.6098084,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.918520710611432,-2.4501100216717893]}"
1_4862_0,0.50120175,0.52174,0.08936169,0.81660897,0.7272473,0.30871665,0.04875,0.1549,0.18255,1.7031602,-14.464291,-14.402503,-8.547878,-8.456341,33.714596,1842.0,1,19.305103,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.97834850853379,-2.4670881805416482]}"
1_4863_0,0.52228135,0.55589825,-0.011538811,0.7565687,0.7681075,0.3027,0.0397,0.17465,0.1677,1.7400903,-13.657477,-13.674322,-8.039175,-7.858398,215.33627,1876.0,1,25.465857,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.987780819017047,-2.4670881805416482]}"
1_4864_0,0.54129696,0.5925882,0.09334306,0.86042094,0.76707786,0.33305,0.0439,0.12655,0.1699,1.6905977,-14.157905,-14.9663,-8.803229,-8.852669,124.799614,1843.0,1,24.409964,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.974575584340492,-2.465471213030233]}"
1_4865_0,0.5423946,0.57516927,0.02873062,0.8182677,0.7895371,0.32183334,0.03785,0.13725,0.1645,1.5664744,-14.597175,-15.950757,-8.75943,-10.182584,108.41904,1830.0,1,14.368186,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.97511457351096,-2.465471213030233]}"
1_4866_0,0.45449403,0.51053816,0.1411119,0.83986515,0.69875324,0.29295,0.05195,0.12775,0.179125,1.5556256,-13.807766,-15.646167,-8.079669,-10.057797,113.9428,1840.0,1,17.69834,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.974845078925725,-2.4652017184449972]}"
1_4867_0,0.38802055,0.43408504,0.24057037,0.8792814,0.638711,0.26443332,0.0583,0.1295,0.171,1.7378167,-13.819858,-15.801043,-8.659384,-9.092468,99.99891,1848.0,1,15.626054,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.974306089755256,-2.464932223859761]}"
1_4868_0,0.59814274,0.6628146,0.04178066,0.8633362,0.82155555,0.35013333,0.0343,0.1158,0.16205,1.6109715,-13.924672,-15.456759,-9.572993,-9.594683,108.419044,1849.0,1,17.087288,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.974575584340492,-2.4646627292745253]}"
1_4869_0,0.59820986,0.63827705,0.03063914,0.8511765,0.8205373,0.34896666,0.0344,0.1272,0.16675,1.6096658,-14.581407,-15.843582,-9.156193,-9.842778,72.48965,1834.0,1,17.890629,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.97511457351096,-2.4643932346892896]}"
1_4870_0,0.5261615,0.6063224,0.062121835,0.8357387,0.7736169,0.313775,0.04005,0.13275,0.1601,1.991592,-14.166196,-13.599504,-8.706456,-6.828459,328.2168,1812.0,1,21.797012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.9791569922895,-2.4638542455188177]}"
1_4871_0,0.5242112,0.58719397,0.049591325,0.81795055,0.7683592,0.31605,0.0414,0.14705,0.17301667,2.1332688,-13.994271,-13.266552,-8.382312,-6.2188845,303.66562,1804.0,1,6.6623263,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.9791569922895,-2.463584750933582]}"
1_4872_0,0.32445803,0.4153337,0.010509539,0.5614313,0.55092174,0.2566,0.0743,0.1788,0.1839,1.7273626,-14.951488,-15.604001,-8.58852,-9.033425,101.29975,1928.0,1,4.7227745,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.987780819017047,-2.46304576176311]}"
1_4873_0,0.45752192,0.479051,0.057695996,0.7634157,0.7057197,0.293,0.05055,0.16735,0.18848333,1.5049553,-15.843235,-17.261297,-10.5789585,-11.469642,12.540004,1803.0,1,8.488754,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.973497605999547,-2.4606203104959876]}"
1_4874_0,0.56314445,0.6290856,-0.05082472,0.75855666,0.80938137,0.3327,0.03505,0.17875,0.1602,1.9109914,-14.9929495,-14.400764,-8.010173,-7.5357556,45.02636,1936.0,1,1.3120447,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.98751132443181,-2.457386375473157]}"
1_4875_0,0.48115945,0.5480027,0.07316238,0.82251203,0.74934965,0.2858,0.04095,0.14695,0.1706,1.6718252,-13.888126,-14.468325,-9.237644,-8.654209,16.40381,1767.0,1,16.006546,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.973767100584784,-2.4568473863026856]}"
1_4876_0,0.52398896,0.6450548,-0.09475726,0.6655932,0.76035047,0.31145,0.0424,0.21075,0.14572,1.6461484,-15.77716,-14.839946,-9.163403,-9.01495,302.71127,1897.0,1,15.087861,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.98508587316469,-2.455499913376506]}"
1_4877_0,0.54538316,0.56688505,-0.0018137553,0.74973905,0.7515528,0.327825,0.0465,0.1707,0.18303333,1.849864,-13.2536545,-13.5843725,-8.039993,-7.3434434,186.34602,1760.0,1,16.339888,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.955980457959217,-2.4670881805416482]}"
1_4878_0,0.6005288,0.58970124,0.03989277,0.8213531,0.7814603,0.35296667,0.0433,0.1496,0.188555,1.6203014,-14.207828,-14.733145,-8.164899,-9.092842,184.76804,1768.0,1,11.030225,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.95651944712969,-2.466818685956412]}"
1_4879_0,0.5318895,0.572218,0.03564394,0.7817731,0.74612916,0.31295,0.0455,0.151,0.16965,1.6455268,-14.636624,-14.961544,-8.542948,-9.092252,314.97345,1860.0,1,7.8246613,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.96595175761294,-2.4662796967859406]}"
1_4880_0,0.41704026,0.45178336,-0.016773248,0.6208366,0.6376099,0.27475,0.0608,0.1749,0.18403333,1.9158839,-16.420021,-15.409595,-10.186896,-8.043073,254.75835,1859.0,1,20.277071,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.965143273857237,-2.465471213030233]}"
1_4881_0,0.5705346,0.6222693,0.062242433,0.8312036,0.76896113,0.33306,0.0435,0.1261,0.1649,2.5569797,-13.823779,-14.309991,-7.856921,-5.5964427,267.51276,1862.0,1,20.456272,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.965412768442473,-2.4652017184449972]}"
1_4882_0,0.29978788,0.3242794,0.04222324,0.55090654,0.5086833,0.2389,0.0778,0.2338,0.1964,1.5429379,-16.906687,-16.541054,-10.7984705,-10.720492,2.6049547,1850.0,1,19.621119,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.95759742547063,-2.457386375473157]}"
1_4883_0,0.49617794,0.5624745,-0.0676696,0.71624845,0.783918,0.2873,0.0348,0.2073,0.1669,1.8180178,-14.541351,-13.846277,-8.652954,-7.616139,314.9738,1727.0,1,5.2344728,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.963256811760584,-2.4514574945979684]}"
1_4884_0,0.50330687,0.57633895,-0.0045085796,0.7768826,0.78139114,0.2958,0.0363,0.1539,0.15805,1.7757416,-16.046963,-14.167112,-9.538176,-7.9781384,277.11856,1718.0,1,7.442272,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.964873779272,-2.450918505427497]}"
1_4885_0,0.46940488,0.6411093,-0.020074734,0.7827926,0.8028674,0.2515,0.0275,0.1222,0.1262,1.6050155,-14.908944,-14.592298,-9.330451,-9.091686,166.59569,1763.0,1,19.262636,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.963256811760584,-2.4501100216717893]}"
1_4886_0,0.5110657,0.5995587,-0.027865427,0.7589491,0.7868145,0.29,0.0346,0.1543,0.15605,1.7799637,-13.330033,-13.732093,-8.040672,-7.714816,184.76804,1649.0,1,11.030225,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.027666017631955,-2.4670881805416482]}"
1_4887_0,0.51009774,0.59803116,-0.016038086,0.7559449,0.771983,0.2922,0.0376,0.15935,0.14995,1.5373137,-15.029307,-15.658889,-9.853232,-10.185878,75.97624,1608.0,1,14.960397,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.034133887677616,-2.4660102022007044]}"
1_4888_0,0.4121248,0.5095504,0.047175284,0.73143756,0.6842623,0.25685,0.04815,0.1579,0.16166666,1.5376539,-15.654132,-14.60023,-9.754085,-9.495134,60.96792,1616.0,1,9.468714,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.033594898507143,-2.465471213030233]}"
1_4889_0,0.48285913,0.646793,0.017611478,0.7893873,0.77177584,0.2624,0.0338,0.1771,0.1276,1.7219558,-14.294179,-13.831867,-7.615345,-8.03265,161.54913,1704.0,1,2.9306972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.02658803929101,-2.4652017184449972]}"
1_4890_0,0.46209323,0.5568005,-0.029389238,0.6979391,0.7273283,0.28253335,0.0446,0.1858,0.1588,1.5103537,-15.327339,-14.949531,-9.896369,-9.898033,347.45996,1614.0,1,8.488756,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.033594898507143,-2.4652017184449972]}"
1_4891_0,0.51708764,0.6294107,-0.004333033,0.7673294,0.7716624,0.294,0.037891667,0.1981,0.1466625,1.4586807,-15.809938,-17.409525,-9.819283,-11.935118,90.0,1700.0,1,13.660391,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.027127028461482,-2.464932223859761]}"
1_4892_0,0.40941957,0.48077795,-0.046757337,0.66290325,0.7096606,0.24555,0.0417,0.1597,0.162075,1.7569972,-14.635455,-14.785727,-8.39474,-8.4153385,82.88151,1655.0,1,14.641701,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.028205006802427,-2.4641237401040534]}"
1_4893_0,0.41311833,0.52214557,0.017805018,0.7219917,0.7041867,0.2483,0.0431,0.1585,0.1495,1.5169697,-14.620143,-14.650939,-9.509608,-9.6580305,45.026497,1618.0,1,9.108428,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.031708436410494,-2.4638542455188177]}"
1_4894_0,0.46760646,0.55624646,-0.0047922195,0.7334872,0.7382794,0.2753,0.04145,0.192125,0.15325,1.5397056,-14.726684,-15.46656,-8.972724,-10.045141,92.859764,1690.0,1,17.976122,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.027127028461482,-2.463584750933582]}"
1_4895_0,0.45032,0.5265348,0.028605152,0.76866174,0.7400566,0.2614,0.03905,0.1492,0.16095,1.6055139,-14.666051,-14.912308,-9.586783,-9.288183,225.02649,1619.0,1,2.622721,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.03116944724002,-2.463584750933582]}"
1_4896_0,0.47444814,0.49443963,0.06776164,0.79007226,0.7223106,0.28422,0.045825,0.15745,0.17941667,1.7462487,-13.037549,-13.91119,-7.294417,-7.966328,170.52908,1621.0,1,5.6237187,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.03063045806955,-2.4633152563483462]}"
1_4897_0,0.50304794,0.603496,-0.05236146,0.72837466,0.7807361,0.28804,0.035466667,0.20275,0.1509,1.466822,-14.18612,-16.412203,-9.426995,-11.188954,73.08723,1689.0,1,21.281397,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.027127028461482,-2.4627762671778743]}"
1_4898_0,0.5094438,0.574501,0.029773684,0.78613055,0.75635684,0.30565,0.0424,0.1571,0.17155,1.5339679,-14.433167,-14.915158,-8.009242,-9.723254,90.0,1654.0,1,8.29665,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.030360963484313,-2.461698288836931]}"
1_4899_0,0.4847683,0.69019604,-0.02699303,0.7906137,0.81760675,0.2586,0.02595,0.1523,0.11817143,1.7920005,-13.838601,-13.598862,-8.026445,-7.5886483,60.2779,1612.0,1,7.4407644,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.034942371433324,-2.461698288836931]}"
1_4900_0,0.5384417,0.6278657,0.0055796155,0.80333245,0.7977528,0.30533335,0.03435,0.1655,0.155925,1.4890345,-15.294713,-15.53997,-8.919842,-10.436273,68.21682,1650.0,1,9.897692,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.030360963484313,-2.4614287942516953]}"
1_4901_0,0.53607446,0.6744857,-0.03882156,0.7749866,0.8138082,0.2903,0.0298,0.17235,0.1334,1.6513306,-14.221669,-13.667808,-8.509315,-8.276845,159.42656,1619.0,1,15.464012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.034942371433324,-2.461159299666459]}"
1_4902_0,0.5148493,0.6490683,0.020784086,0.8155298,0.79474574,0.29205,0.0334,0.14575,0.1432,1.8849773,-13.08038,-13.039102,-7.292149,-6.9173784,203.64879,1662.0,1,15.788207,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.030899952654785,-2.4606203104959876]}"
1_4903_0,0.52093387,0.6531708,0.0035069843,0.8066092,0.80310225,0.2848,0.0311,0.176,0.14014,1.7902367,-14.099877,-13.595551,-7.675163,-7.594276,205.03716,1671.0,1,15.00269,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.030899952654785,-2.4603508159107514]}"
1_4904_0,0.5278445,0.66161,-0.058313206,0.7412131,0.7995263,0.29756665,0.03315,0.1533,0.13765,1.6055963,-14.464098,-14.280424,-8.73347,-8.894156,189.47089,1665.0,1,11.141122,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.030360963484313,-2.4600813213255157]}"
1_4905_0,0.50032485,0.5609217,0.05117341,0.8231032,0.7719298,0.2828,0.0364,0.1439,0.1585,1.6729462,-13.594151,-14.719201,-8.083582,-8.798371,210.98706,1678.0,1,15.814217,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.03063045806955,-2.45981182674028]}"
1_4906_0,0.51389956,0.53072333,0.0438625,0.798916,0.7550535,0.2952,0.0412,0.1684,0.168,1.8108299,-15.742647,-13.967292,-10.673082,-7.713199,245.57591,1673.0,1,21.380037,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.03197793099573,-2.4581948592288647]}"
1_4907_0,0.5337908,0.5961276,-0.008100953,0.78203243,0.79013336,0.307075,0.036,0.1423,0.156925,1.6576574,-14.236091,-15.028381,-8.348319,-9.066036,350.12527,1686.0,1,20.702457,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.026857533876246,-2.4576558700583933]}"
1_4908_0,0.42718077,0.48298958,0.08381395,0.7513755,0.66756153,0.279525,0.055725,0.168,0.1773,1.4561926,-14.670421,-16.06696,-8.958716,-11.033541,3.579618,1662.0,1,14.54795,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.02793551221719,-2.457386375473157]}"
1_4909_0,0.4843011,0.5511884,0.03537213,0.7845612,0.7491891,0.2858,0.04098,0.1408,0.16215,1.7047564,-14.226717,-14.4145975,-8.923413,-8.455518,84.81032,1708.0,1,10.146407,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.023623598853415,-2.45657789171745]}"
1_4910_0,0.5149157,0.56267667,0.0123746125,0.8089134,0.79653883,0.29015,0.03286,0.1374,0.1565,1.618969,-14.72323,-15.340737,-9.265211,-9.475621,128.63411,1699.0,1,5.921004,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.024162588023888,-2.45657789171745]}"
1_4911_0,0.5163829,0.5955911,0.015151154,0.7849081,0.769757,0.304,0.03955,0.14825,0.15946667,1.5442824,-14.230209,-15.403847,-9.082698,-9.97476,55.032726,1625.0,1,11.184209,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.036828833529974,-2.45657789171745]}"
1_4912_0,0.44085202,0.57957834,0.042781867,0.7936267,0.75084484,0.25473332,0.03625,0.1589,0.1439,1.5826105,-13.961313,-14.522357,-8.247441,-9.176204,107.51046,1692.0,1,17.89053,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.024162588023888,-2.4557694079617423]}"
1_4913_0,0.63833255,0.6668535,-0.0089752935,0.8297025,0.83867776,0.37175,0.032616667,0.16925,0.1728,1.3004715,-15.326382,-18.807892,-8.8087845,-14.462362,12.539961,1609.0,1,8.488753,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.03709832811521,-2.4557694079617423]}"
1_4914_0,0.5122587,0.55390614,0.017191596,0.7704918,0.7533002,0.3088,0.04345,0.1518,0.1693,1.6857443,-14.27274,-14.861655,-8.198248,-8.816079,95.18969,1635.0,1,10.146395,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.02793551221719,-2.4549609242060346]}"
1_4915_0,0.44630933,0.5029956,-0.060589243,0.63215476,0.692744,0.2885,0.052366666,0.16795,0.174025,1.7100904,-15.024698,-15.334057,-8.776454,-8.966811,21.055141,1642.0,1,12.707443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.027127028461482,-2.454691429620799]}"
1_4916_0,0.34681952,0.28492823,0.03557726,0.59687287,0.5612956,0.248125,0.06972,0.2125,0.22703333,1.4488903,-16.139027,-18.705048,-10.445168,-12.909914,78.70016,1662.0,1,22.44418,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.024971071779596,-2.4525354729389117]}"
1_4917_0,0.45089215,0.46564013,-0.0225036,0.66126955,0.6837731,0.288725,0.054225,0.1849,0.17585,1.812407,-14.024446,-15.567834,-7.1896257,-8.58959,97.58777,1639.0,1,13.776353,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.034672876848088,-2.4519964837684403]}"
1_4918_0,0.50473374,0.5901139,-0.0462129,0.7437215,0.78993434,0.2863,0.0336,0.1851,0.1456,1.6794724,-14.278437,-14.02784,-8.171053,-8.352528,155.20491,1620.0,1,13.051269,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.027127028461482,-2.450918505427497]}"
1_4919_0,0.4136355,0.4332627,0.073668264,0.74403864,0.67037034,0.2706,0.0534,0.1573,0.1912,1.6970398,-14.411059,-15.44947,-8.768238,-9.103776,30.488768,1712.0,1,17.710825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.942505728697423,-2.466818685956412]}"
1_4920_0,0.39767438,0.42089477,0.015597851,0.6396289,0.624031,0.27235,0.06305,0.196,0.1914,1.8546877,-16.784325,-15.340814,-9.881986,-8.271373,251.58093,1683.0,1,8.737896,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.95112955542497,-2.4627762671778743]}"
1_4921_0,0.56438076,0.5731939,0.0057189316,0.78147,0.77575105,0.331,0.0418,0.1587,0.1886,1.7048681,-14.209092,-14.425189,-8.537353,-8.461177,285.2417,1694.0,1,10.466138,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.951668544595442,-2.4627762671778743]}"
1_4922_0,0.5290818,0.55066735,0.01877487,0.77324915,0.7544743,0.3137,0.0439,0.15775,0.1862,1.8302469,-13.967107,-13.542928,-7.784179,-7.3995085,232.15067,1692.0,1,10.463228,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.951399050010206,-2.4625067725926386]}"
1_4923_0,0.4032524,0.37858337,-0.023016077,0.60974884,0.63276494,0.2681,0.0603,0.1919,0.20955,1.7504377,-15.36159,-15.058563,-8.93799,-8.602741,306.8445,1692.0,1,13.655989,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.95112955542497,-2.4614287942516953]}"
1_4924_0,0.33554655,0.40736464,-0.060034484,0.5200563,0.5800908,0.24365,0.06475,0.1621,0.17395,1.7058852,-15.173654,-15.394902,-8.711584,-9.024584,83.665596,1688.0,1,16.353786,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.937385331577943,-2.4581948592288647]}"
1_4925_0,0.50078374,0.55695206,0.073554754,0.82753706,0.7539823,0.2973,0.0417,0.1419,0.1729,1.6835352,-14.403226,-15.099984,-8.097533,-8.969212,65.575905,1685.0,1,21.380033,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.937385331577943,-2.457925364643629]}"
1_4926_0,0.5006084,0.5441139,0.07860572,0.82516706,0.74656135,0.2984,0.0433,0.152,0.1871,1.4516982,-15.174038,-16.462238,-10.209209,-11.339987,66.8205,1651.0,1,26.26695,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.93819381533365,-2.457925364643629]}"
1_4927_0,0.4704608,0.5215012,-0.033655185,0.68037885,0.7140341,0.2919,0.0487,0.1946,0.1835,1.5071952,-17.906921,-17.362244,-11.893051,-11.519572,326.28558,1638.0,1,3.3412712,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.93873280450412,-2.457925364643629]}"
1_4928_0,0.54260176,0.5848477,0.04891739,0.8385128,0.78959537,0.3096,0.0364,0.1459,0.1795,1.5066808,-14.414605,-16.30539,-9.189827,-10.82206,83.42406,1645.0,1,22.979834,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.93819381533365,-2.4576558700583933]}"
1_4929_0,0.5579624,0.5995461,0.037248727,0.83795846,0.8007097,0.31715,0.0351,0.14905,0.1801,1.5109339,-15.050313,-16.538805,-9.269391,-10.946081,90.0,1648.0,1,23.628038,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.937924320748415,-2.457386375473157]}"
