EVI_train,NBR_train,NDVI_change,NDVI_test,NDVI_train,NIR_train,RED_train,SWIR_test,SWIR_train,VH_VV_ratio,VH_test,VH_train,VV_test,VV_train,aspect,elevation,label,slope
0.3124925,0.63867515,0.24029638,0.75823236,0.517936,0.2449,0.077775,0.149575,0.105333336,1.6198411,-16.163527,-16.713411,-10.555976,-10.317932,225.02336,1324.0,0,2.6225777
0.3081613,0.16064961,-0.06763286,0.43022308,0.49785593,0.25906667,0.08685,0.28855,0.27472,1.8514214,-16.311697,-13.812594,-9.401564,-7.4605355,299.3377,1511.0,0,16.560003
0.47255287,0.53810287,-0.028506901,0.7030786,0.7315855,0.288625,0.04474,0.179175,0.171325,1.4259454,-16.671154,-17.247019,-12.012653,-12.095147,225.01134,1286.0,0,1.3117008
0.4026976,0.40613398,0.005662916,0.6694406,0.6637777,0.2627625,0.0531,0.1905,0.19983333,1.6183755,-15.701369,-15.847054,-10.098525,-9.791951,350.53076,1448.0,0,11.14107
0.37662816,0.4471262,0.0922532,0.73407024,0.64181703,0.23583333,0.05145,0.159,0.166,1.5919504,-14.225628,-14.792522,-9.201853,-9.292075,314.97952,1346.0,0,1.3119102
0.56008226,0.5938577,0.032792717,0.7906774,0.75788474,0.33906665,0.0467,0.16648,0.164475,1.4849718,-15.279001,-15.716424,-9.961873,-10.583652,-0.0,1326.0,0,0.0
0.48123977,0.56467783,0.021632936,0.7624785,0.74084556,0.29,0.04317143,0.1599,0.1631125,1.4322727,-16.791607,-16.966427,-11.517202,-11.845808,-0.0,1289.0,0,0.0
0.3530982,0.38613567,-0.020706812,0.5872362,0.60794306,0.23145,0.056433335,0.17094,0.17097,1.6564311,-16.822775,-15.59926,-10.087715,-9.417392,341.55902,1294.0,0,2.9305289
0.4285997,0.50625443,0.02068844,0.7174634,0.6967749,0.25516668,0.0456,0.17676666,0.154675,1.681093,-14.536553,-14.280533,-8.926103,-8.49479,116.55878,1330.0,0,2.0734816
0.43622103,0.48340163,0.00705393,0.70278275,0.69572884,0.26848334,0.048175,0.17287083,0.17531429,1.391536,-16.501053,-16.535583,-11.515962,-11.882972,314.97897,1331.0,0,2.6224706
0.44512895,0.42130214,-0.008633765,0.65295243,0.6615862,0.2998,0.06106,0.21584286,0.2114,2.2875898,-13.203492,-13.523459,-5.9042826,-5.911663,195.95753,1409.0,0,6.721638
0.36192194,0.3477741,0.034949776,0.63073295,0.5957832,0.25355,0.064225,0.200325,0.2038,1.5159984,-16.34349,-15.965592,-10.806562,-10.5314045,333.42664,1427.0,0,2.0731783
0.44003177,0.5141793,-0.02073904,0.70108503,0.7218241,0.2643,0.0427,0.1668375,0.16648333,1.4319328,-17.110678,-17.029099,-11.514807,-11.892386,104.028175,1290.0,0,3.8206246
0.29623732,0.34946787,0.025931368,0.6042025,0.57827115,0.19655,0.05252,0.146775,0.16176666,1.7065288,-16.069023,-15.991323,-9.198912,-9.370673,270.0,1292.0,0,0.92784333
0.39318484,0.30914167,-0.017496224,0.58829206,0.6057883,0.28408,0.06974,0.22813334,0.2308625,1.590395,-17.030039,-17.458471,-10.220814,-10.977444,80.54526,1526.0,0,5.6280165
0.4035471,0.58119726,0.07193013,0.73816156,0.66623145,0.255225,0.051125,0.1483,0.1390375,1.490435,-16.270988,-16.440578,-11.451183,-11.0307255,243.45352,1327.0,0,2.0743718
0.5380463,0.6125815,-0.014812356,0.7678655,0.7826778,0.3153,0.0384375,0.15572,0.156625,1.4145812,-16.516815,-16.404852,-11.738363,-11.596968,314.98355,1289.0,0,1.311818
0.43467894,0.41799322,-0.03908438,0.6149917,0.6540761,0.29395,0.061475,0.2104,0.21175,2.2321417,-14.309359,-13.728164,-7.2362165,-6.15022,324.4417,1358.0,0,7.929611
0.30268312,0.23392245,-0.037975173,0.4790089,0.5169841,0.23178,0.0738,0.221,0.21145,1.7839711,-16.036015,-15.791126,-9.336163,-8.851672,213.70576,1496.0,0,6.659305
0.4103051,0.37989908,0.041625094,0.69217664,0.65055156,0.276825,0.058608335,0.1938,0.206425,2.0918055,-12.803337,-14.181301,-5.5334473,-6.779455,114.75777,1368.0,0,13.057528
0.42341256,0.51025695,-0.01986095,0.6825538,0.7024148,0.25438333,0.044466667,0.15575,0.159125,1.424117,-16.568577,-17.6015,-10.920882,-12.359589,314.97745,1326.0,0,1.3119575
0.31503987,0.23585145,-0.008586974,0.5063154,0.51490235,0.24566667,0.078666665,0.22493333,0.22575,1.653747,-15.684683,-15.453639,-9.1671095,-9.344621,251.5781,1415.0,0,2.932425
0.4976122,0.5748244,-0.03260354,0.7249318,0.75753534,0.29864332,0.0412,0.16174,0.163575,1.4633927,-15.788415,-16.555683,-10.962349,-11.313219,-0.0,1286.0,0,1.8543341
0.3404906,0.4,0.00227211,0.6253135,0.6230414,0.224,0.052025,0.17285,0.17436667,1.3726668,-18.690142,-17.705982,-13.874504,-12.898966,314.9888,1287.0,0,1.3116972
0.39592758,0.44217956,0.032480244,0.71259373,0.6801135,0.24173333,0.046025,0.18378572,0.17433333,1.6833483,-15.043754,-14.729557,-9.352461,-8.750154,14.041959,1289.0,0,3.8185747
0.41292647,0.532387,0.08747162,0.74647003,0.65899837,0.2506,0.05151,0.1589,0.143575,1.6079118,-15.520492,-15.447254,-10.314203,-9.607028,180.0,1324.0,0,0.92740995
0.41443655,0.49617854,0.012306389,0.7180281,0.70572174,0.2447,0.042216666,0.1531,0.154,1.419662,-16.585106,-17.144695,-11.401377,-12.076604,45.02249,1330.0,0,1.311956
0.4348017,0.37425607,0.02258581,0.6702378,0.647652,0.29413334,0.0629,0.22533,0.2218,1.9915029,-14.8022785,-15.734444,-7.3939734,-7.900789,116.54812,1594.0,0,6.2011504
0.33466792,0.30006832,-0.10583647,0.45569876,0.56153524,0.252145,0.0708,0.2203,0.210225,1.8752834,-16.61023,-15.863258,-9.318324,-8.4591255,251.57607,1515.0,0,5.8489485
0.3982438,0.37862283,-0.02722738,0.6339855,0.6612129,0.261025,0.053233333,0.19866666,0.20587666,1.8115585,-15.541843,-13.812263,-9.713322,-7.6245193,234.48022,1542.0,0,15.569262
0.33871505,0.25838715,0.030892283,0.5387964,0.5079041,0.2957,0.0965,0.2691,0.28021428,1.5552082,-16.084272,-15.787243,-10.409182,-10.151209,320.42023,1558.0,0,25.783686
0.32416487,0.24584204,-0.11472118,0.44597054,0.5606917,0.231275,0.0651,0.2337,0.2192,1.7576154,-16.57631,-15.88507,-9.521458,-9.037853,149.0174,1567.0,0,5.3932376
0.34107417,0.34142017,-0.111116454,0.4822335,0.59335,0.2396,0.06115,0.21225,0.20155,1.9086503,-16.698202,-14.165026,-10.07013,-7.4214883,292.36572,1412.0,0,16.583023
0.40794393,0.3532843,0.011730819,0.6740361,0.6623053,0.2668,0.0542,0.19575,0.2078,1.8978684,-14.215006,-15.297239,-6.224227,-8.060222,82.8809,1422.0,0,7.441722
0.31130892,0.34128758,0.070575126,0.62888664,0.5583115,0.21584,0.06117778,0.1753,0.17723334,1.4597356,-16.040287,-17.196756,-11.272625,-11.780733,-0.0,1288.0,0,0.0
0.37958625,0.35369152,-0.061456114,0.5655313,0.6269874,0.26265,0.060216665,0.21545,0.20709,1.9916109,-14.945692,-14.873616,-8.097363,-7.468134,143.10759,1517.0,0,4.628726
0.34763858,0.54460317,0.02090343,0.55077374,0.52987033,0.23325714,0.07168,0.1363,0.121,1.6600661,-22.50131,-21.328064,-13.082762,-12.847719,-9999.0,1286.0,0,-9999.0
0.269876,0.40062565,-0.02212483,0.5492369,0.5713617,0.1679,0.0458,0.1498,0.125825,1.8244903,-15.301954,-14.555727,-8.84081,-7.977969,270.0,1348.0,0,2.7823865
0.36747903,0.4467704,-0.004098304,0.6979957,0.702094,0.2154,0.0377,0.15595,0.15,1.5323472,-14.728616,-15.358777,-9.541355,-10.02304,86.635414,1358.0,0,15.4199915
0.5500496,0.6306385,-0.004682662,0.8267444,0.83142704,0.3045625,0.028033333,0.1527,0.15716666,1.7486184,-14.342403,-14.213001,-8.392962,-8.128132,168.68547,1311.0,0,4.718673
0.34299505,0.4511042,0.07218611,0.7040224,0.6318363,0.21774,0.049125,0.1617,0.15887143,1.5904882,-15.566181,-16.058178,-10.492708,-10.096383,243.4538,1325.0,0,2.0743916
0.4619565,0.3354419,-0.16063584,0.5032855,0.66392136,0.31315,0.06325,0.266575,0.25843334,1.8199474,-15.685614,-14.44584,-8.889057,-7.9375043,286.3786,1524.0,0,16.015308
0.4630661,0.52397966,0.01390471,0.74845624,0.73455155,0.27725,0.042429168,0.16825,0.1682,1.5191383,-14.7858,-14.782804,-8.560951,-9.731046,134.99037,1292.0,0,1.3116615
0.32164013,0.22296391,-0.03145223,0.5054506,0.53690284,0.25712,0.077475,0.23711666,0.23676667,1.8837497,-14.88276,-15.820293,-7.444186,-8.398299,120.944,1466.0,0,5.3952613
0.35132533,0.40119144,0.016187694,0.6286043,0.6124166,0.2242857,0.0539125,0.1769,0.1713125,1.7120787,-15.46937,-14.795037,-9.570548,-8.641564,45.014896,1290.0,0,1.3117821
0.3524018,0.49209318,-0.05643562,0.52594066,0.5823763,0.24276666,0.06407143,0.150775,0.15475,1.5038818,-16.170795,-15.660954,-9.602235,-10.413687,189.4683,1339.0,0,5.6236763
0.35847974,0.37603796,-0.00560316,0.6037885,0.6093917,0.25133333,0.061,0.1987,0.19298571,1.9156865,-15.727808,-16.124084,-8.665395,-8.41687,-0.0,1393.0,0,0.0
0.4512806,0.5332321,-0.041034244,0.6926916,0.73372585,0.265,0.0407,0.1668,0.16072857,1.464485,-14.945677,-15.573784,-9.690819,-10.634307,90.0,1287.0,0,0.92778915
0.38094276,0.30995724,-0.036059085,0.5631306,0.5991897,0.2763,0.06925,0.25658,0.23593333,1.9101797,-15.360562,-14.716199,-8.562342,-7.704091,243.45177,1381.0,0,8.243254
0.36896053,0.5507944,0.012701695,0.72103006,0.70832837,0.21425,0.03658,0.12055,0.1216,2.469958,-13.835312,-11.522223,-8.060071,-4.664947,204.91124,1811.0,0,26.553774
0.46770817,0.5653199,-0.7344608,-0.022164978,0.7122958,0.28448573,0.0478,0.04975,0.15877143,1.4561602,-26.590704,-16.676321,-21.60915,-11.452257,134.97673,1328.0,0,2.6225736
0.44652063,0.524678,-0.034670975,0.6922649,0.72693586,0.2703,0.04274,0.1734,0.1646,1.4035504,-16.962072,-16.898485,-11.604016,-12.039814,45.017296,1290.0,0,1.3118372
0.3532535,0.34538022,-0.027528655,0.58281326,0.61034197,0.24135,0.0584,0.1964575,0.18876667,2.098825,-14.634746,-14.515422,-6.755432,-6.915976,15.955486,1436.0,0,6.72157
0.43933555,0.5458849,0.026561365,0.7608159,0.73425454,0.2531,0.038783334,0.1453,0.1429625,1.4763231,-17.01885,-17.074156,-11.660705,-11.565325,90.0,1326.0,0,0.9281561
0.4278106,0.50312686,0.02608268,0.7022472,0.6761645,0.25638333,0.049533334,0.1626,0.155525,1.6454446,-14.562043,-14.750087,-9.0664,-8.964195,-0.0,1345.0,0,0.92740995
0.47294807,0.47777826,-0.05342526,0.67677826,0.7302035,0.28623334,0.044633333,0.2096,0.20266,1.6652299,-13.686502,-13.586815,-8.244723,-8.159122,153.42503,1302.0,0,2.073207
0.24222189,0.10821242,-0.016799688,0.44211042,0.4589101,0.20815,0.0772,0.248075,0.25156668,1.6161292,-15.696933,-16.044867,-9.690123,-9.927961,155.20844,1516.0,0,13.050909
0.44869435,0.529792,-0.018486224,0.7063292,0.7248154,0.27215,0.04342,0.17183334,0.16641429,1.4274454,-16.905806,-16.786726,-11.746327,-11.759976,270.0,1291.0,0,0.927978
0.39373618,0.39616412,-0.01413657,0.60519165,0.61932826,0.2748,0.0646,0.2176,0.2083,1.6809728,-14.639194,-14.781726,-8.598447,-8.793554,160.81389,1599.0,0,21.5151
0.43577063,0.47126713,0.027475249,0.72357583,0.6961006,0.2703125,0.048433334,0.18773334,0.1834,1.4989817,-14.972719,-15.602605,-9.493863,-10.408803,180.0,1292.0,0,0.92740995
0.49194026,0.41275057,-0.0690697,0.5598947,0.6289644,0.35825,0.0816,0.26815,0.26235,1.549096,-15.752766,-15.254717,-9.839079,-9.847496,233.13615,1373.0,0,9.196418
0.35663012,0.26838732,-0.11431934,0.4369612,0.55128056,0.27786666,0.080375,0.26975,0.25001666,1.7408745,-16.039352,-14.948447,-9.763917,-8.586746,312.48883,1507.0,0,14.768664
0.42724207,0.3014757,0.008763506,0.61823285,0.60946935,0.3039,0.07374,0.24165,0.24125,2.206521,-13.591564,-13.332467,-5.8909373,-6.042302,210.98425,1565.0,0,10.692742
0.49842927,0.5892557,0.00511338,0.76724476,0.7621314,0.29928333,0.0404,0.15745,0.15571429,1.4158179,-17.421528,-17.038656,-12.550205,-12.034497,300.9567,1284.0,0,5.3932796
0.27068445,0.12866387,-0.09414347,0.28827468,0.38241816,0.28264,0.12626667,0.31335,0.3158,1.477228,-19.567245,-19.597902,-13.629919,-13.266673,45.015884,1301.0,0,2.6222358
0.26476333,0.17597456,-0.13884267,0.3551873,0.49402997,0.208025,0.07045,0.23965,0.22113334,1.6719717,-16.30124,-17.06292,-10.177768,-10.205269,329.02026,1433.0,0,5.3930755
0.33388016,0.37537536,-0.068888485,0.53812903,0.6070175,0.229,0.056,0.2022,0.184275,1.4149305,-18.089102,-18.152853,-13.113854,-12.829501,343.13535,1543.0,0,29.170395
0.33236474,0.24743083,-0.019518087,0.51141554,0.5309336,0.256425,0.07856666,0.2625,0.25086668,1.5728585,-16.405653,-17.05309,-10.299181,-10.842101,344.28607,1559.0,0,28.2856
0.25222692,0.28439057,0.03809176,0.56155235,0.5234606,0.1802,0.056366667,0.15573333,0.1702,1.5595784,-16.016214,-15.71611,-9.210541,-10.077153,243.44576,1289.0,0,2.0738099
0.34309226,0.37966323,-0.058874287,0.5543278,0.6132021,0.20895,0.0501,0.1753,0.17835,1.719424,-16.287016,-15.588171,-10.036014,-9.065927,180.0,1291.0,0,0.92740995
0.3593999,0.3075036,-0.030865503,0.53938746,0.57025295,0.2576,0.0705,0.25705,0.22925,1.6688539,-17.430382,-15.3941965,-11.110619,-9.224412,263.99487,1495.0,0,17.195553
0.41568542,0.4933538,-0.027797488,0.66306865,0.6908661,0.2548875,0.0466,0.1597,0.16448334,1.3869864,-15.974434,-16.521875,-10.412286,-11.912068,270.0,1289.0,0,1.8555052
0.38969833,0.41039288,-0.03523169,0.6346103,0.669842,0.237375,0.046933334,0.195825,0.185925,1.6850888,-14.54013,-14.26661,-8.841716,-8.466385,-0.0,1318.0,0,1.8543341
0.22022772,0.08315192,-0.031437684,0.33010918,0.36154687,0.2488,0.11666667,0.32441667,0.296125,3.0262392,-16.047773,-12.432024,-9.008231,-4.108077,267.71112,1507.0,0,22.063791
0.41711113,0.5096057,0.035403095,0.74538326,0.7099802,0.248225,0.0421,0.156475,0.15858333,1.4491382,-16.283918,-16.444897,-11.342936,-11.348053,90.0,1325.0,0,1.8558608
0.46853405,0.49192053,0.00033683996,0.72477037,0.72443354,0.2816,0.045,0.17875,0.1825625,1.580458,-15.3413105,-15.653282,-9.563308,-9.904269,45.01863,1334.0,0,5.233782
0.45118722,0.5188662,-0.03224604,0.6906798,0.7229258,0.27775,0.044666667,0.1802,0.172275,1.358319,-16.81679,-17.466015,-11.869399,-12.858551,90.0,1290.0,0,1.8552369
0.3537152,0.344027,0.05267723,0.6750315,0.62235427,0.22742857,0.05294,0.1908,0.1959,1.5540853,-14.314399,-14.710864,-9.209039,-9.465931,180.0,1337.0,0,3.7047918
0.45827475,0.5439739,-0.003987887,0.7340493,0.7380372,0.2765,0.041675,0.16285,0.16163333,1.461639,-16.597134,-16.65822,-11.632154,-11.396944,180.0,1292.0,0,0.92740995
0.06421404,0.27109608,-0.06547256,0.17548358,0.24095614,0.066353336,0.040585715,0.05815,0.06542333,1.3865461,-19.152409,-19.091446,-13.524608,-13.769066,333.41977,1336.0,0,6.1983285
0.2812494,0.25412494,0.0081391195,0.5074931,0.49935395,0.217575,0.07265,0.1964,0.21,1.5653719,-16.28046,-16.752941,-10.914075,-10.702211,233.14268,1360.0,0,9.197793
0.34936503,0.473379,-0.119541034,0.54489803,0.664439,0.2117,0.04268,0.10282,0.13803333,1.6173341,-16.83159,-16.460627,-11.297685,-10.1776285,36.8824,1289.0,0,9.196625
0.5353542,0.62001467,-0.004888153,0.80974066,0.8146288,0.29808,0.03045,0.15076667,0.15294,1.7546242,-14.319449,-14.196813,-7.7739644,-8.0910845,333.4254,1301.0,0,2.0732
0.36533082,0.44618937,0.054839265,0.6847195,0.62988025,0.234825,0.053325,0.1734,0.16646667,1.5491786,-15.813309,-15.827266,-10.5362015,-10.216554,-0.0,1293.0,0,1.8543341
0.37798283,0.43795693,-0.04103261,0.602196,0.6432286,0.25055715,0.0544,0.16453333,0.18242222,1.3983461,-16.678501,-17.441725,-11.657719,-12.47311,270.0,1291.0,0,1.8550941
0.34626037,0.25407925,0.0021361108,0.5370862,0.5349501,0.269,0.0815,0.248375,0.2418,1.8847494,-15.476594,-14.442596,-8.043376,-7.6628733,270.0,1342.0,0,10.103665
0.41188335,0.493394,0.0119093,0.6900702,0.6781609,0.2628,0.0504,0.15755,0.1704,1.4921609,-16.73603,-14.967042,-11.124035,-10.030448,322.29742,1787.0,0,24.233332
0.43887666,0.50249946,-0.033864502,0.6860245,0.719889,0.26675,0.043444443,0.1663,0.167,1.5061592,-15.640595,-15.85584,-10.738874,-10.527333,63.446205,1289.0,0,2.073842
0.31093833,0.24451092,-0.06894053,0.47447544,0.54341596,0.22885,0.0677,0.23585,0.2196375,1.8449816,-16.375607,-15.658408,-9.45728,-8.487027,296.54962,1471.0,0,4.1428666
0.44340977,0.48053518,0.05851183,0.7338009,0.6752891,0.27525,0.05335,0.1576,0.18276,1.4523329,-15.162958,-15.44068,-10.839949,-10.6316395,314.97644,1350.0,0,3.9304535
0.42523068,0.42298412,-0.08446915,0.5804641,0.66493326,0.28015,0.05638,0.21926667,0.2009,2.1142054,-14.763971,-13.530589,-7.7471437,-6.3998466,217.89398,1379.0,0,20.265821
0.4640291,0.48667014,0.0612281,0.7547573,0.6935292,0.2844,0.051466666,0.18515,0.18408333,1.6233555,-14.764246,-15.166243,-9.529468,-9.342526,270.0,1290.0,0,0.9279911
0.46693337,0.5491706,-0.02248094,0.70765233,0.7301333,0.27808,0.043375,0.1595,0.153675,1.4125695,-16.779207,-16.908903,-12.22086,-11.970316,314.9945,1281.0,0,1.3115666
0.34888357,0.33144554,-0.11005859,0.48277894,0.5928375,0.24685,0.0631,0.20775,0.1989,1.7040448,-16.133755,-15.804138,-9.446967,-9.274485,251.57617,1439.0,0,5.848981
0.43466714,0.50547147,0.0043691224,0.7095609,0.70519173,0.26385,0.045616668,0.159925,0.1628,1.4177816,-16.731379,-17.043886,-11.605433,-12.021518,134.97781,1328.0,0,2.622524
0.31194237,0.25839773,-0.044323623,0.4933547,0.5376783,0.24163334,0.07265,0.223875,0.21824445,1.6448395,-15.846773,-15.578043,-9.211024,-9.470859,277.12015,1380.0,0,7.4406366
0.28603476,0.38940528,-0.038417727,0.48555264,0.52397037,0.20305,0.063425,0.14003333,0.145475,1.7442288,-17.34104,-16.760454,-10.083413,-9.609092,251.5756,1356.0,0,2.9320433
0.4461288,0.42827624,-0.0088672675,0.65159374,0.660461,0.29953334,0.06125,0.20386666,0.20061667,2.1606164,-14.355958,-14.09161,-6.563752,-6.5220323,229.41129,1715.0,0,8.490535
0.4282463,0.42523575,-0.08818552,0.5769573,0.6651428,0.277725,0.05585,0.20315,0.19060834,2.1816773,-14.630554,-14.250434,-6.6481586,-6.5318704,330.2415,1508.0,0,7.4366446
0.46118936,0.5123636,-0.0028468594,0.6982097,0.70105654,0.2737,0.0481,0.1663,0.16446666,1.6109704,-14.74282,-14.167057,-9.405493,-8.794114,270.0,1346.0,0,0.92805576
0.35074198,0.3394586,0.013146679,0.6122017,0.599055,0.2369,0.0594,0.20878,0.204475,1.8249538,-13.84684,-14.52472,-8.138116,-7.9589524,292.82755,1386.0,0,18.459217
0.42789906,0.5330608,0.0486743,0.78827363,0.73959935,0.25001666,0.037425,0.1414,0.1496,1.4383415,-16.60476,-16.7826,-11.415565,-11.668022,314.9901,1288.0,0,1.3116678
0.26041454,0.4052442,0.025998635,0.5033642,0.47736558,0.2003,0.07085834,0.15965,0.15316,1.7167344,-15.612972,-16.153057,-8.8123,-9.409176,225.02135,1327.0,0,1.31193
0.49542436,0.58318555,-0.023604883,0.7424428,0.76604766,0.29163334,0.03863333,0.15785,0.15965,1.444488,-16.678879,-16.932465,-11.7325115,-11.722122,153.42531,1293.0,0,2.0732021
0.20767802,0.2859107,0.008867547,0.35497767,0.34611014,0.222125,0.1079,0.1747,0.1849,1.5915368,-18.251465,-18.397469,-11.787214,-11.559563,-0.0,1294.0,0,4.6273675
0.36725482,0.508443,0.063453205,0.6992935,0.6358403,0.22258334,0.04955,0.162125,0.13101667,1.7752116,-16.405113,-16.594818,-8.783343,-9.34808,90.0,1286.0,0,1.8551991
0.2863651,0.2015022,-0.06432764,0.45320582,0.5175335,0.22395,0.0712,0.2241,0.21775833,1.7119263,-16.469156,-15.885429,-9.987996,-9.279271,206.57982,1492.0,0,6.198307
0.46528742,0.459961,-0.0076510785,0.6666667,0.6743177,0.3088,0.060066666,0.17518,0.19183333,1.9288454,-14.31558,-14.040285,-7.2713065,-7.279114,296.54977,1294.0,0,2.0741334
0.32250053,0.26279157,-0.08418676,0.4732763,0.55746305,0.24495,0.0696,0.23095,0.218075,1.6932054,-16.232044,-16.437904,-9.793948,-9.708158,45.01941,1464.0,0,6.5321255
-0.042482484,0.3380354,0.23081502,0.098276526,-0.1325385,0.0652125,0.08514,0.06953333,0.045616668,1.2801381,-25.801626,-27.117676,-20.117012,-21.183397,270.0,1323.0,0,1.8559561
0.39231196,0.3301125,-0.104501486,0.51108295,0.61558443,0.2799,0.0666,0.26123333,0.2342,2.0663888,-15.022907,-14.330965,-7.7360263,-6.9352703,234.48213,1450.0,0,7.9313893
0.3559539,0.41804752,0.0025251787,0.6289627,0.6264375,0.22393334,0.051433332,0.15445,0.1652,1.3408903,-15.682342,-16.716707,-10.713246,-12.466871,146.29205,1349.0,0,3.34102
0.42270172,0.39166912,-0.04935058,0.6125239,0.6618745,0.27646667,0.05625,0.21756667,0.2047,2.1903489,-14.95042,-14.463529,-7.512452,-6.603299,255.97388,1636.0,0,3.8211732
0.33550572,0.3164625,0.025555424,0.58719856,0.5616431,0.24536666,0.068875,0.193,0.2041,1.6084763,-15.284102,-14.565183,-10.28311,-9.055267,232.14127,1500.0,0,10.461068
0.36521146,0.291865,-0.13868095,0.4753383,0.6140193,0.24154,0.0577625,0.2167375,0.20868,1.7592415,-16.151037,-15.999702,-9.304975,-9.09466,191.31845,1332.0,0,4.7187376
0.4686954,0.52751243,-0.12979291,0.6097505,0.73954344,0.28385,0.0425,0.1776,0.16565,1.7067993,-15.45032,-14.858754,-8.628456,-8.705626,284.0276,1469.0,0,3.82078
0.3192494,0.26015827,-0.069511056,0.44025338,0.50976443,0.26865,0.087233335,0.270125,0.2475,1.8083719,-15.146296,-15.349706,-8.40297,-8.488135,180.0,1370.0,0,7.3788605
0.3744808,0.35250428,-0.066259824,0.54153794,0.6077978,0.266325,0.06496666,0.20766667,0.20142,1.8891532,-15.586664,-14.567963,-7.774084,-7.711372,303.669,1464.0,0,3.342165
0.35807428,0.32665253,0.0032377662,0.5833022,0.5800644,0.26366666,0.070075,0.227,0.22667,1.6250435,-16.770649,-15.353184,-10.816184,-9.447861,340.96085,1473.0,0,26.409548
0.44477662,0.53363174,-0.011567088,0.71650213,0.7280692,0.26298332,0.041383334,0.15046667,0.15595715,1.3731742,-17.28241,-17.296532,-12.063975,-12.596022,243.45276,1325.0,0,2.074316
0.38311258,0.4144469,-0.014383589,0.6142205,0.6286041,0.25488332,0.058125,0.20615,0.19666667,1.6577607,-15.027272,-14.967647,-8.9724245,-9.028834,333.4223,1301.0,0,2.0732565
0.44612333,0.39893404,0.013591061,0.67991644,0.66632533,0.305125,0.0611,0.22116667,0.217275,2.368953,-14.9386635,-14.005404,-6.5930886,-5.9120655,338.94955,1665.0,0,12.707056
0.35176304,0.299272,-0.14545302,0.44660613,0.59205914,0.2454,0.06288,0.2287,0.21828334,1.6571236,-16.720984,-17.322107,-9.332141,-10.453117,84.809105,1395.0,0,10.144092
0.35233337,0.31793755,-0.07443058,0.52569884,0.6001294,0.2473,0.0618,0.21054,0.2063125,1.7144907,-16.214256,-16.276825,-9.382108,-9.49368,90.0,1503.0,0,2.7825782
0.38137105,0.47553965,0.0032229214,0.68266314,0.67944026,0.23430358,0.04472222,0.15451667,0.1568,1.3927754,-16.975626,-17.659891,-12.020609,-12.67964,134.97794,1329.0,0,1.3119464
0.46659848,0.55278337,0.0031795907,0.7487626,0.74558306,0.27664,0.04032,0.15563333,0.16071667,1.4739386,-16.286196,-16.781015,-11.4107685,-11.385152,270.0,1288.0,0,2.781938
0.41139948,0.48148513,0.047870602,0.72379035,0.6759197,0.25055,0.04845,0.162,0.16558,1.4897088,-15.527276,-15.407853,-10.649146,-10.342862,-0.0,1347.0,0,0.92740995
0.24350904,0.15793735,-0.030762404,0.42808512,0.45884752,0.20434286,0.0758,0.2129,0.203825,1.7334481,-16.412634,-16.194727,-9.328184,-9.342492,251.57628,1445.0,0,2.9321475
0.3460359,0.23860829,-0.0008083894,0.5547924,0.55560076,0.25483334,0.0728,0.2582,0.25103334,1.742946,-16.97411,-15.271128,-10.360485,-8.761676,257.91336,1355.0,0,13.057583
0.43665317,0.30808556,-0.09533622,0.49173605,0.58707225,0.3241,0.084325,0.28015,0.2905,1.5153645,-17.168333,-16.530052,-10.630515,-10.9083,296.55466,1423.0,0,10.2622595
0.39862347,0.4851128,0.04798756,0.7334556,0.685468,0.2469,0.046075,0.16558,0.156675,1.533923,-15.653907,-15.962745,-10.7080145,-10.406484,-0.0,1291.0,0,2.7802885
0.30536854,0.37064126,0.07249334,0.6507397,0.5782464,0.20145,0.053833332,0.1673,0.1641,1.5129958,-16.414507,-16.585407,-11.477069,-10.961964,-0.0,1326.0,0,0.0
0.41058648,0.45123106,-0.07679387,0.60698795,0.6837818,0.249775,0.046908334,0.16746667,0.17186667,1.6724197,-14.609266,-14.977807,-8.220343,-8.9557705,90.0,1287.0,0,1.855083
0.36874208,0.4241493,-0.055721857,0.59731543,0.6530373,0.23665,0.04967143,0.189875,0.17805,1.5216167,-14.759576,-16.100847,-10.021972,-10.581408,303.6786,1288.0,0,3.3413281
0.4095753,0.46827567,0.032732382,0.70430046,0.6715681,0.25956666,0.051,0.15946667,0.17356667,1.4630435,-16.087795,-16.90735,-10.9189415,-11.556288,270.0,1328.0,0,4.631156
0.47365284,0.5046786,0.028813986,0.7342725,0.7054585,0.29588,0.0511,0.18616667,0.176475,1.6439875,-15.060496,-15.140386,-9.332529,-9.20955,206.58365,1329.0,0,8.2397995
0.324316,0.22592023,0.030047342,0.5740806,0.5440332,0.24504,0.0723625,0.21242,0.225125,1.7380552,-16.433336,-16.429613,-9.064662,-9.452872,279.45642,1576.0,0,5.627029
0.35089126,0.2688322,0.015051911,0.58063155,0.56557965,0.27245,0.0756,0.2395,0.24304445,1.8177152,-16.163418,-15.585343,-9.148067,-8.57414,252.90912,1439.0,0,12.425211
0.4387123,0.46561378,0.029094072,0.71221125,0.68311715,0.26061666,0.049066667,0.1864,0.18413334,1.6961402,-14.649602,-14.902358,-8.771573,-8.786042,206.58348,1325.0,0,2.073361
0.4035111,0.35836348,-0.07786651,0.5604666,0.6383331,0.27225,0.0601,0.2359,0.2166,2.2114294,-15.297542,-13.909275,-7.381573,-6.2897215,280.297,1409.0,0,10.266198
