Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/login,200,0,230,245.1402133600277,72.62625000294065,599.4715829947381,203.0,4.52588658608205,0.0,230,300,350,360,420,470,590,600,600,600,600
GET,GET /,801,4,2,41.336491997378076,0.9438330016564578,538.9071669997065,20957.81647940075,18.126175777258613,0.090517731721641,2,4,10,38,180,260,340,380,540,540,540
GET,GET /api/me,813,3,3,44.323162131611745,0.883542001247406,498.64795800385764,302.8782287822878,18.397728972423536,0.06788829879123076,3,6,21,66,170,260,340,380,500,500,500
GET,GET /api/sector-risk,2332,9,8,49.633793871707674,0.6619999985559843,665.0449160006247,170933.7512864494,52.77183759371671,0.20366489637369226,8,12,24,63,190,280,350,390,650,670,670
,Aggregated,4146,16,7,56.42048019385626,0.6619999985559843,665.0449160006247,100263.28002894355,93.82162892948091,0.362070926886564,7,12,47,93,220,300,370,430,610,670,670
